dateExecuted,Amount Invested,PnL,Return,Cumulative PnL
2019-07-19,47630.0,-69.99999999999886,-0.0014696619777450947,-705.9999999999989
2019-07-25,5333.0,-78.00000000000011,-0.014625914119632499,-783.999999999999
2019-07-30,11982.0,16.00000000000108,0.0013353363378401837,-767.999999999998
2019-07-31,12863.0,90.00000000000057,0.0069968125631657135,-677.9999999999974
2019-08-02,12150.0,-26.999999999999602,-0.0022222222222221893,-704.999999999997
2019-08-15,11253.0,56.00000000000023,0.004976450724251331,-648.9999999999968
2019-08-16,14378.0,-221.9999999999999,-0.015440255946585053,-870.9999999999967
2019-09-25,9178.0,62.000000000000455,0.006755284375681026,-808.9999999999962
2019-10-15,43782.0,76.99999999999818,0.001758713626604499,-731.9999999999981
2019-10-17,30401.0,-43.99999999999977,-0.0014473208118153933,-775.9999999999978
2019-10-22,12400.0,4.999999999999716,0.00040322580645158997,-770.9999999999982
2019-10-24,5420.0,14.999999999999858,0.0027675276752767266,-755.9999999999983
2019-10-31,6180.0,-22.999999999999687,-0.0037216828478963894,-778.999999999998
2019-11-01,19874.0,-21.999999999998465,-0.0011069739357954344,-800.9999999999964
2019-11-14,12460.0,0.0,0.0,-800.9999999999964
2019-11-27,16850.0,-65.00000000000057,-0.003857566765578669,-865.9999999999969
2019-12-20,10100.0,-68.99999999999977,-0.006831683168316809,-934.9999999999967
2020-01-15,51850.0,1064.9999999999977,0.020540019286403043,130.00000000000102
2020-01-22,33253.0,-362.99999999999955,-0.010916308303010241,-232.99999999999852
2020-01-23,17730.0,23.000000000000398,0.0012972363226170557,-209.99999999999812
2020-01-29,8113.0,56.00000000000023,0.006902502157031952,-153.9999999999979
2020-01-31,10981.0,-62.999999999999545,-0.005737182405973914,-216.99999999999744
2020-02-11,8525.0,-10.999999999999943,-0.0012903225806451546,-227.99999999999739
2020-02-18,11847.0,-93.99999999999977,-0.007934498185194545,-321.99999999999716
2020-02-21,17794.0,-43.99999999999977,-0.0024727436214454185,-365.99999999999693
2020-03-25,8013.0,-242.00000000000017,-0.030200923499313637,-607.999999999997
2020-04-16,44519.0,825.0,0.018531413553763563,217.00000000000296
2020-04-17,12245.0,-110.99999999999994,-0.009064924458962837,106.00000000000301
2020-04-22,42973.0,873.0000000000018,0.020315081562841827,979.0000000000048
2020-04-28,2912.0,-22.00000000000024,-0.007554945054945138,957.0000000000045
2020-05-01,16309.0,51.00000000000193,0.0031271077319272754,1008.0000000000065
2020-05-05,7648.999999999999,-71.0000000000008,-0.009282259118839169,937.0000000000057
2020-05-19,13175.0,-96.99999999999989,-0.007362428842504735,840.0000000000058
2020-05-22,14800.0,-68.00000000000068,-0.0045945945945946405,772.0000000000051
2020-06-26,9850.0,20.000000000000284,0.002030456852791907,792.0000000000055
2020-07-17,107318.0,-585.0000000000023,-0.005451089286047096,207.00000000000318
2020-07-23,3275.0,31.000000000000227,0.009465648854961902,238.0000000000034
2020-07-30,13066.0,-25.0,-0.0019133629266799327,213.0000000000034
2020-07-31,26783.0,-171.0000000000008,-0.006384646977560422,42.000000000002615
2020-08-18,13613.999999999998,-3.999999999999204,-0.0002938151902452773,38.00000000000341
2020-08-21,19676.0,143.00000000000068,0.007267737344988853,181.0000000000041
2020-09-23,13022.0,-226.9999999999996,-0.01743203808938716,-45.99999999999551
2020-10-13,63416.99999999999,-490.9999999999968,-0.007742403456486382,-536.9999999999923
2020-10-20,14561.000000000002,-28.000000000000114,-0.0019229448526886966,-564.9999999999924
2020-10-21,50153.0,613.9999999999986,0.012242537834227237,49.00000000000625
2020-10-22,4013.0000000000005,30.999999999999517,0.007724894094193749,80.00000000000577
2020-10-30,18094.0,-90.00000000000057,-0.0049740245385210885,-9.999999999994799
2020-11-05,8225.0,50.0,0.0060790273556231,40.0000000000052
2020-11-17,15050.0,5.000000000001137,0.000332225913621338,45.00000000000634
2020-11-25,26301.0,74.00000000000091,0.0028135812326527854,119.00000000000725
2020-12-21,14482.0,-96.99999999999989,-0.0066979698936610885,22.00000000000736
2021-01-14,75000.0,390.9999999999968,0.005213333333333291,413.0000000000042
2021-01-20,69690.0,178.99999999999636,0.002568517721337299,592.0000000000006
2021-01-28,18463.0,-41.00000000000037,-0.002220657531278794,551.0000000000002
2021-01-29,8683.0,-29.000000000000625,-0.0033398594955661204,521.9999999999995
2021-02-12,7272.0,62.000000000000455,0.008525852585258589,584.0
2021-02-18,13900.0,5.000000000001137,0.00035971223021590915,589.0000000000011
2021-02-19,32000.0,-22.00000000000273,-0.0006875000000000853,566.9999999999984
2021-03-19,14000.0,-134.99999999999943,-0.009642857142857102,431.999999999999
2021-04-15,81219.0,180.99999999999454,0.0022285425824006026,612.9999999999935
2021-04-20,13500.0,-143.99999999999977,-0.010666666666666649,468.99999999999375
2021-04-21,50800.0,-301.9999999999982,-0.0059448818897637435,166.99999999999557
2021-04-22,6300.0,61.999999999999744,0.0098412698412698,228.9999999999953
2021-04-29,13647.0,-25.99999999999909,-0.0019051806257784929,202.99999999999622
2021-04-30,10498.0,62.000000000000455,0.005905886835587774,264.9999999999967
2021-05-04,8031.0,-40.00000000000057,-0.00498069978832033,224.99999999999613
2021-05-18,14353.0,-59.00000000000034,-0.004110638890824241,165.9999999999958
2021-05-21,35780.0,-24.00000000000091,-0.0006707657909446873,141.99999999999488
2021-06-25,15235.0,-87.99999999999955,-0.005776173285198526,53.99999999999534
2021-07-14,88503.0,-36.000000000001364,-0.0004067658723433258,17.999999999993975
2021-07-21,52613.0,-77.99999999999727,-0.0014825233307356979,-60.0000000000033
2021-07-22,5210.0,74.0000000000002,0.01420345489443382,13.999999999996902
2021-07-28,14484.0,-97.99999999999898,-0.0067660867163766205,-84.00000000000207
2021-07-30,24506.0,-30.999999999998806,-0.0012649963274299683,-115.00000000000088
2021-08-06,7600.0,29.999999999999716,0.003947368421052594,-85.00000000000117
2021-08-17,15040.0,-83.00000000000125,-0.005518617021276679,-168.00000000000242
2021-08-20,36300.0,366.0000000000025,0.010082644628099243,198.00000000000009
2021-09-24,15104.0,7.00000000000216,0.0004634533898306515,205.00000000000225
2021-10-13,86200.0,-708.0000000000041,-0.008213457076566172,-503.0000000000018
2021-10-19,13908.000000000002,-2.000000000001023,-0.00014380212827157197,-505.00000000000284
2021-10-20,62522.0,-192.00000000000728,-0.0030709190364992685,-697.0000000000101
2021-10-21,4944.0,-55.99999999999952,-0.01132686084142385,-753.0000000000097
2021-10-29,26202.0,-71.99999999999847,-0.002747881841080775,-825.0000000000082
2021-11-05,7589.0,-10.999999999999943,-0.0014494663328501703,-836.0000000000082
2021-11-16,14510.0,1.0000000000019327,6.891798759489543e-05,-835.0000000000063
2021-11-24,35927.0,528.000000000003,0.014696467837559579,-307.0000000000033
2021-12-21,16669.0,239.00000000000148,0.014337992681024746,-68.00000000000182
2022-01-14,84500.0,-500.0,-0.005917159763313609,-568.0000000000018
2022-01-19,15761.000000000002,185.99999999999852,0.011801281644565604,-382.0000000000033
2022-01-21,40043.0,-43.00000000000068,-0.001073845615962857,-425.000000000004
2022-01-27,4329.0,-36.999999999999744,-0.008547008547008487,-462.00000000000375
2022-01-28,29571.0,-210.99999999999852,-0.007135369111629587,-673.0000000000023
2022-02-11,7859.0,-40.99999999999966,-0.005216948721211307,-714.0000000000019
2022-02-17,13400.0,68.00000000000068,0.005074626865671693,-646.0000000000013
2022-02-18,37977.0,-550.0,-0.014482449903889196,-1196.0000000000014
2022-03-22,13728.0,63.999999999998636,0.004662004662004562,-1132.0000000000027
2022-04-13,71700.0,-128.99999999999636,-0.0017991631799162673,-1260.999999999999
2022-04-20,40570.0,124.00000000000091,0.003056445649494723,-1136.9999999999982
2022-04-28,4752.0,65.00000000000057,0.013678451178451298,-1071.9999999999977
2022-04-29,32312.0,-40.00000000000057,-0.001237930180737824,-1111.9999999999982
2022-05-05,8226.0,-25.0,-0.003039144176999757,-1136.9999999999982
2022-05-17,13643.0,-50.0,-0.003664883090229422,-1186.9999999999982
2022-05-20,33963.0,281.0000000000002,0.00827370962518035,-905.999999999998
2022-06-28,10820.0,-90.99999999999966,-0.008410351201478712,-996.9999999999976
2022-07-15,59499.0,-214.99999999999773,-0.0036135061093463374,-1211.9999999999955
2022-07-20,20817.0,-670.999999999998,-0.03223327088437325,-1882.9999999999934
2022-07-28,3838.0000000000005,25.0,0.006513809275664408,-1857.9999999999934
2022-07-29,45922.0,63.999999999998636,0.001393667523191469,-1793.9999999999948
2022-08-08,8299.0,38.000000000000966,0.004578864923484874,-1755.9999999999939
2022-08-16,13890.0,16.99999999999875,0.0012239020878328833,-1738.999999999995
2022-08-19,35863.0,162.99999999999955,0.004545074310570771,-1575.9999999999955
2022-09-30,8330.0,4.999999999999716,0.0006002400960383813,-1570.9999999999957
2022-10-13,50506.0,-6.999999999999318,-0.00013859739436897236,-1577.999999999995
2022-10-19,39675.0,271.9999999999999,0.006855702583490861,-1305.999999999995
2022-10-27,3532.0,20.000000000000284,0.005662514156285471,-1285.9999999999948
2022-10-28,32955.0,163.99999999999864,0.0049764830829919175,-1121.9999999999961
2022-11-04,6733.0,-17.99999999999926,-0.002673399673251041,-1139.9999999999955
2022-11-15,14561.000000000002,29.999999999998295,0.0020602980564520495,-1109.9999999999973
2022-11-23,42952.0,427.00000000000387,0.009941329856584184,-682.9999999999934
2022-12-21,11676.0,39.99999999999915,0.003425830763960187,-642.9999999999943
2023-01-13,74663.0,-190.99999999999682,-0.002558161338279962,-833.9999999999911
2023-01-19,14331.0,-93.99999999999977,-0.00655920731281835,-927.9999999999909
2023-01-20,33679.0,329.00000000000205,0.009768698595564063,-598.9999999999889
2023-01-26,3608.0,1.999999999999602,0.0005543237250553221,-596.9999999999893
2023-01-27,18423.0,151.99999999999818,0.008250556369755099,-444.99999999999113
2023-02-03,14803.0,-171.9999999999999,-0.011619266364926021,-616.999999999991
2023-02-08,5983.0,0.0,0.0,-616.999999999991
2023-02-17,41900.0,-18.999999999999773,-0.00045346062052505423,-635.9999999999908
2023-02-21,14288.0,90.99999999999966,0.0063689809630458885,-544.9999999999911
2023-03-22,12366.0,51.00000000000051,0.004124211547792375,-493.9999999999906
2023-04-14,68023.0,-58.00000000000409,-0.0008526527792070931,-551.9999999999948
2023-04-19,32420.999999999996,-351.9999999999982,-0.010857160482403325,-903.999999999993
2023-04-21,15494.0,5.000000000001137,0.00032270556344398717,-898.9999999999918
2023-04-27,2950.0,12.0000000000001,0.004067796610169525,-886.9999999999917
2023-04-28,16450.0,71.0000000000008,0.004316109422492449,-815.9999999999909
2023-05-05,22743.0,-0.9999999999990905,-4.3969573055405644e-05,-816.99999999999
2023-05-18,15180.000000000002,125.99999999999909,0.008300395256916936,-690.9999999999909
2023-05-19,39082.0,-173.00000000000182,-0.004426590246149169,-863.9999999999927
2023-06-30,11159.0,64.00000000000006,0.005735280939152259,-799.9999999999927
2023-07-14,74300.0,-200.0,-0.0026917900403768506,-999.9999999999927
2023-07-20,44715.0,3.000000000002956,6.709158000677526e-05,-996.9999999999898
2023-07-27,3382.0,59.00000000000034,0.01744529863985817,-937.9999999999894
2023-07-28,15466.0,31.999999999999318,0.002069054700633604,-905.9999999999901
2023-08-04,23652.0,-64.99999999999986,-0.002748181971926258,-970.99999999999
2023-08-17,16090.0,-252.00000000000102,-0.01566190180236178,-1222.999999999991
2023-08-18,40771.0,318.9999999999998,0.007824188761619773,-903.9999999999911
2023-09-29,9937.0,-242.00000000000017,-0.024353426587501274,-1145.9999999999914
2023-10-13,62816.99999999999,-716.9999999999959,-0.011414107646019326,-1862.9999999999873
2023-10-18,15006.0,-81.99999999999932,-0.005464480874316895,-1944.9999999999866
2023-10-19,40474.0,-1156.9999999999993,-0.02858625290309827,-3101.999999999986
2023-10-26,2350.0,-41.000000000000014,-0.017446808510638304,-3142.999999999986
2023-10-27,15072.0,115.00000000000057,0.007630042462845048,-3027.9999999999854
2023-11-03,21683.0,-39.99999999999986,-0.00184476317852695,-3067.9999999999854
2023-11-22,36098.0,26.99999999999818,0.0007479638761149698,-3040.9999999999873
2023-12-22,10826.0,31.999999999999318,0.0029558470349158802,-3008.999999999988
2024-01-12,78500.0,48.00000000000182,0.0006114649681528894,-2960.9999999999864
2024-01-24,53790.0,-177.99999999999727,-0.003309165272355406,-3138.9999999999836
